X.1,name,taxon,status_species,spending,region_num,priority,priority_threat,priority_potential,priority_rarity,conflict,ngenus,ngrams_science,ngrams_common
263,Pacifastacus fortis,Invertebrates,1,112627.266435986,1,5,3,1,2,0,4,-0.0618848264649626,-0.05892779940466
264,Dromus dromas,Invertebrates,1,12382.214532872,2,4,3,1,3,1,1,0.0142933581931567,-0.122640781220134
265,Epioblasma torulosa,Invertebrates,Extinct,13739.169550173,2,6,3,1,1,0,23,0.174158852147247,-0.121888563210088
266,Epioblasma othcaloogensis,Invertebrates,Prob. Extinct,16961.937716263,1,5,3,1,2,0,23,-0.120022759739953,-0.113669479315711
267,Discus macclintocki,Invertebrates,1,89898.2698961938,1,14,1,2,2,0,12,-0.163825750489489,-0.122831986116968
268,Quadrula fragosa,Invertebrates,1,28496.0553633218,3,2,3,2,2,1,17,0.0212716054980399,-0.0650604247577818
269,Epioblasma turgidula,Invertebrates,Extinct,3392.3875432526,1,5,3,1,2,0,23,-0.125766405230705,-0.1224495763233
270,Margaritifera hembeli,Invertebrates,1,43761.7993079585,1,8,2,2,2,0,13,0.0378131517373855,-0.0752821969913131
271,Obovaria retusa,Invertebrates,1,19506.2283737024,1,5,3,1,2,0,7,0.104259921003295,-0.0563121874826671
272,Cambarus aculabrum,Invertebrates,1,47663.044982699,2,5,3,1,2,0,119,-0.163825750489489,-0.122831986116968
273,Palaemonetes cummingi,Invertebrates,1,6784.77508650519,1,5,3,1,2,NA,64,-0.0544907322407921,-0.108212552143052
274,Pseudotryonia alamosae,Invertebrates,1,9159.44636678201,1,14,1,2,2,0,4,-0.163825750489489,-0.122831986116968
275,Lirceus usdagalun,Invertebrates,2,35959.3079584775,1,8,2,2,2,0,16,-0.0681876073021379,-0.111726342599832
276,Idaholanx fresti,Invertebrates,1,46814.9480968858,1,8,2,2,2,0,1,-0.163825750489489,-0.109816909858746
277,Lampsilis higginsii,Invertebrates,1,572974.256055363,2,2,3,2,2,1,24,-0.15254059355187,-0.1080351388792
278,Polygyriscus virginianus,Invertebrates,1,2883.52941176471,1,4,3,1,3,0,1,-0.163825750489489,-0.122831986116968
279,Medionidus parvulus,Invertebrates,1,17810.0346020761,1,5,3,1,2,0,6,-0.12197075688074,-0.113882576408243
280,Nicrophorus americanus,Invertebrates,2,385714.46366782,5,5,3,1,2,NA,69,0.383406418617482,0.0165079609985584
282,Desmocerus californicus dimorphus,Invertebrates,2,1758444.08304498,1,9,2,2,1,NA,3,0.108934611482447,0.0866705333788398
283,Epioblasma walkeri,Invertebrates,1,41217.508650519,2,5,3,1,2,0,23,-0.0640545401967584,-0.121886923928456
284,Pleurobema decisum,Invertebrates,2,26630.2422145329,1,5,3,1,2,0,24,-0.0559646254016549,-0.108871915735645
286,Speyeria zerene hippolyta,Invertebrates,1,198115.432525952,2,3,3,2,1,NA,16,0.0981820907892166,0.0129180479984128
287,Texella reddelli,Invertebrates,2,569412.249134948,1,2,3,2,2,NA,21,-0.0209501521810423,-0.0954759757162081
288,Novisuccinea chittenangoensis,Invertebrates,1,18658.1314878893,1,5,3,1,2,0,2,-0.163825750489489,-0.122831986116968
289,Pleurobema marshalli,Invertebrates,Extinct,3562.00692041523,1,5,3,1,2,0,24,-0.163825750489489,-0.122831986116968
290,Lampsilis abrupta,Invertebrates,2,199133.148788927,3,5,3,1,2,0,24,0.00902120175327621,0.0512172014679942
291,Texella reyesi,Invertebrates,2,18658.1314878893,1,2,3,2,2,NA,21,-0.154836856420407,-0.120678180292182
292,Tartarocreagris texana,Invertebrates,1,569412.249134948,1,2,3,2,2,NA,14,-0.154790667223562,-0.104101149243695
295,Batrisodes texanus,Invertebrates,1,19506.2283737024,1,2,3,2,2,NA,8,-0.163825750489489,-0.122831986116968
296,Theliderma intermedia,Invertebrates,1,16113.8408304498,2,5,3,1,2,1,5,-0.163825750489489,-0.0794932933168962
297,Texamaurops reddelli,Invertebrates,1,18658.1314878893,1,2,3,2,2,NA,1,-0.0642643330716591,-0.102729488069158
298,Antrolana lira,Invertebrates,3,1696.1937716263,1,4,3,1,3,0,1,-0.0942451421930239,-0.104747643411008
299,Pleurobema taitianum,Invertebrates,1,13060.6920415225,1,5,3,1,2,1,24,-0.163825750489489,-0.122831986116968
300,Pegias fabula,Invertebrates,1,773633.979238754,2,4,3,1,3,0,1,-0.163825750489489,-0.122831986116968
301,Arcidens wheeleri,Invertebrates,1,83791.9723183391,2,4,3,1,3,1,2,-0.131164073197397,-0.121435218743921
302,Toxolasma cylindrellus,Invertebrates,1,3562.00692041523,1,5,3,1,2,0,8,-0.134834739453592,-0.0778116368633133
304,Euphydryas editha bayensis,Invertebrates,1,25442.9065743945,1,3,3,2,1,NA,6,-0.163825750489489,-0.122831986116968
305,Thermosphaeroma thermophilum,Invertebrates,1,6784.77508650519,1,2,3,2,2,0,7,-0.113768937874818,-0.0976362643710763
307,Pleurobema curtum,Invertebrates,Prob. Extinct,6445.53633217993,1,5,3,1,2,1,24,-0.163825750489489,-0.122831986116968
308,Hamiota altilis,Invertebrates,2,16113.8408304498,1,8,2,2,2,0,4,-0.163825750489489,-0.122831986116968
309,Orthalicus reses,Invertebrates,2,123482.906574394,1,3,3,2,1,0,2,-0.163825750489489,-0.122831986116968
310,Lampsilis virescens,Invertebrates,1,1865.81314878893,1,5,3,1,2,0,24,-0.0545633778865992,-0.122831986116968
311,Lasmigona decorata,Invertebrates,1,1356.95501730104,1,5,3,1,2,0,8,-0.107870487063871,-0.105801148712372
313,Oxyloma kanabense,Invertebrates,1,16961.937716263,2,6,3,1,1,1,15,-0.163825750489489,-0.0868094795612405
314,Epioblasma metastriata,Invertebrates,Prob. Extinct,17810.0346020761,1,5,3,1,2,0,23,-0.102987028509748,-0.111223637051893
315,Taylorconcha serpenticola,Invertebrates,1,61232.5951557093,1,8,2,2,2,0,2,-0.163825750489489,-0.100839546598994
316,Parvaspina collina,Invertebrates,1,72597.0934256055,2,5,3,1,2,0,1,-0.163825750489489,-0.0910022158661954
317,Fusconaia cuneolus,Invertebrates,1,12551.8339100346,2,5,3,1,2,0,15,0.0423962028612593,-0.120969796194002
318,Tulotoma magnifica,Invertebrates,2,32397.301038062302,1,5,3,1,2,0,1,0.0323144018975979,0.0272018024075559
319,Palaemonias ganteri,Invertebrates,1,678.477508650519,1,5,3,1,2,NA,2,-0.163825750489489,-0.122831986116968
320,Valvata utahensis,Invertebrates,2,63776.8858131488,NA,5,3,1,2,0,38,-0.0439609050769646,-0.122831986116968
321,Epioblasma rangiana,Invertebrates,2,173859.861591696,3,12,2,1,1,0,23,-0.13270036161169,-0.0961538724570243
322,Ambrysus amargosus,Invertebrates,1,23746.7128027682,1,8,2,2,2,NA,5,-0.0722771277304919,-0.0954656773720177
323,Euphilotes enoptes smithi,Invertebrates,1,37655.5017301038,1,9,2,2,1,NA,13,-0.163825750489489,-0.122831986116968
324,Plethobasus cicatricosus,Invertebrates,1,148925.813148789,1,5,3,1,2,0,3,0.00485027392125212,-0.0844571242371134
325,Triodopsis platysayoides,Invertebrates,1,12551.8339100346,1,5,3,1,2,0,42,-0.163825750489489,-0.122831986116968
326,Pyrgulopsis neomexicana,Invertebrates,1,9159.44636678201,1,14,1,2,2,0,127,-0.092626571494351,-0.112006988792217
328,Medionidus acutissimus,Invertebrates,2,47663.044982699,1,8,2,2,2,0,6,-0.102242585686751,-0.11301257566964901
329,Hamiota perovalis,Invertebrates,2,48171.9031141869,1,8,2,2,2,0,4,-0.163825750489489,-0.122831986116968
330,Plethobasus cooperianus,Invertebrates,1,2719337.85467128,2,5,3,1,2,0,3,0.223128031645441,-0.122831986116968
331,Neonympha mitchellii mitchellii,Invertebrates,1,169958.615916955,3,3,3,2,1,NA,3,-0.163825750489489,-0.122831986116968
332,Theliderma sparsa,Invertebrates,1,12212.5951557093,2,5,3,1,2,0,5,-0.163825750489489,-0.0986922221330733
334,Rhaphiomidas terminatus abdominalis,Invertebrates,1,15265.7439446367,1,6,3,1,1,NA,16,-0.163825750489489,-0.122831986116968
336,Palaemonias alabamae,Invertebrates,2,118903.183391003,1,5,3,1,2,0,2,-0.0223209932627903,-0.0913921781366433
338,Tayshaneta myopica,Invertebrates,1,569412.249134948,1,2,3,2,2,NA,NA,-0.163825750489489,-0.100681102093338
339,Haplostachys haplostachya,Plants,1,6784.77508650519,1,2,3,2,2,0,5,-0.0728768025010691,-0.100294944966362
340,Echinomastus mariposensis,Plants,2,2544.29065743945,1,2,3,2,2,0,25,-0.163825750489489,-0.122831986116968
341,Scaevola coriacea,Plants,1,13908.7889273356,1,2,3,2,2,0,75,-0.0555684895517904,-0.109352117263648
342,Pediocactus bradyi,Plants,1,44101.0380622837,1,2,3,2,2,0,9,-0.163825750489489,-0.122831986116968
343,Pogogyne nudiuscula,Plants,1,1696.1937716263,1,2,3,2,2,NA,7,-0.163825750489489,-0.122831986116968
344,Wilkesia hobdyi,Plants,1,5088.58131487889,1,5,3,1,2,0,2,-0.0684155056327249,-0.115705019376872
345,Gouania meyenii,Plants,1,7293.63321799308,1,8,2,2,2,0,12,-0.163825750489489,-0.122831986116968
347,Kokia drynarioides,Plants,1,20015.0865051903,1,2,3,2,2,NA,4,-0.163825750489489,-0.122831986116968
348,Lomatium bradshawii,Plants,2,127893.010380623,1,8,2,2,2,0,82,5.124039283233e-4,-0.120879603424011
349,Schoenocrambe argillacea,Plants,1,8480.96885813149,1,14,1,2,2,0,1,-0.142027124616156,-0.120141558366137
350,Astragalus robbinsii var. jesupii,Plants,1,22050.5190311419,1,7,2,2,3,1,431,-0.163825750489489,-0.122831986116968
351,Lindera melissifolia,Plants,3,59027.5432525952,2,8,2,2,2,0,37,0.11471057871253,-0.0281936875413177
352,Spiranthes diluvialis,Plants,2,199302.76816609,3,2,3,2,2,1,48,-0.163825750489489,-0.122831986116968
353,Abutilon menziesii,Plants,1,7802.49134948097,1,2,3,2,2,1,43,-0.163825750489489,-0.122831986116968
355,Isodendrion hosakae,Plants,1,13399.9307958478,1,5,3,1,2,NA,4,-0.163825750489489,-0.122831986116968
356,Lysimachia asperulifolia,Plants,3,81417.3010380623,1,8,2,2,2,0,126,-0.163825750489489,-0.122831986116968
357,Pritchardia munroi,Plants,1,2883.52941176471,1,2,3,2,2,0,20,-0.163825750489489,-0.122831986116968
358,Geum radiatum,Plants,2,30531.4878892734,1,2,3,2,2,NA,36,0.112299486871068,-0.0791216598253559
359,Asclepias meadii,Plants,2,535827.612456747,2,8,2,2,2,0,145,-0.163825750489489,-0.122831986116968
360,Escobaria minima,Plants,1,2883.52941176471,1,2,3,2,2,0,17,-0.163825750489489,-0.112130715467228
361,Cycladenia humilis var. jonesii,Plants,2,24764.4290657439,2,9,2,2,1,0,1,-0.163825750489489,-0.122831986116968
362,Cirsium vinaceum,Plants,1,24594.8096885813,1,2,3,2,2,0,72,-0.0507224223997284,-0.111666164324762
363,Cirsium pitcheri,Plants,2,36807.4048442907,1,8,2,2,2,1,72,0.63455994165914,-0.101742386366743
364,Ziziphus celata,Plants,1,5088.58131487889,1,5,3,1,2,0,34,0.0502643087207441,-0.10048380403693
365,Schiedea haleakalensis,Plants,1,2544.29065743945,1,2,3,2,2,0,34,-0.163825750489489,-0.122831986116968
366,Phyllostegia mollis,Plants,1,2544.29065743945,1,8,2,2,2,0,33,-0.163825750489489,-0.122831986116968
367,Tetraneuris herbacea,Plants,1,2035.43252595156,1,6,3,1,1,1,9,-0.156334198918129,-0.0709842507021353
369,Thelypodium stenopetalum,Plants,1,11873.3564013841,1,5,3,1,2,1,16,-0.163825750489489,-0.122831986116968
370,Erythronium propullans,Plants,1,6954.39446366782,1,8,2,2,2,1,28,-0.163825750489489,-0.122831986116968
371,Limnanthes floccosa ssp. californica,Plants,1,8480.96885813149,1,2,3,2,2,1,7,-0.163825750489489,-0.122831986116968
372,Schoenocrambe barnebyi,Plants,1,8480.96885813149,1,5,3,1,2,0,1,-0.163825750489489,-0.122831986116968
373,Silene polypetala,Plants,2,339.238754325259,1,8,2,2,2,0,491,0.01858185802715,-0.0554713594001125
374,Spigelia gentianoides,Plants,1,1865.81314878893,1,2,3,2,2,0,15,0.0788373911421113,-0.0932169606572314
375,Rhododendron chapmanii,Plants,1,197267.335640138,1,8,2,2,2,1,529,-0.163825750489489,-0.122831986116968
376,Pedicularis furbishiae,Plants,1,30531.4878892734,1,14,1,2,2,0,366,-0.163825750489489,-0.122831986116968
377,Astragalus limnocharis var. montii,Plants,1,6445.53633217993,1,17,1,1,2,0,431,-0.163825750489489,-0.120721058933311
378,Carex specuicola,Plants,2,29174.5328719723,2,8,2,2,2,0,995,-0.0178240517976503,-0.100830034418226
379,Echinocactus horizonthalonius var. nicholii,Plants,2,26799.8615916955,1,3,3,2,1,0,6,-0.163825750489489,-0.122831986116968
380,Sisyrinchium dichotomum,Plants,2,5936.67820069204,1,8,2,2,2,0,126,-0.163825750489489,-0.122831986116968
381,Potamogeton clystocarpus,Plants,1,20693.5640138408,1,5,3,1,2,0,117,-0.0820117490009445,-0.117922869690119
382,Arabis mcdonaldiana,Plants,3,16792.3183391003,2,2,3,2,2,0,103,-0.163825750489489,-0.122831986116968
383,Frankenia johnstonii,Plants,3,52582.0069204152,NA,5,3,1,2,0,11,-0.0866618313310089,-0.107270063862674
384,Vicia menziesii,Plants,1,7293.63321799308,1,2,3,2,2,1,165,0.0104895432575952,-0.111034956676466
385,Pediocactus sileri,Plants,2,23068.2352941176,2,8,2,2,2,0,9,-0.0191453457735518,-0.0926859480912278
386,Dubautia latifolia,Plants,1,5088.58131487889,1,5,3,1,2,0,30,-0.163825750489489,-0.122831986116968
387,Nitrophila mohavensis,Plants,1,3392.3875432526,1,8,2,2,2,0,4,-0.086868639898421,-0.0927403808898594
388,Acaena exigua,Plants,1,2544.29065743945,1,5,3,1,2,0,29,-0.0146174269151432,-0.116962228152762
389,Lupinus westianus var. aridorum,Plants,1,169.61937716263,1,2,3,2,2,1,165,-0.163825750489489,-0.101005313350432
390,Chorizanthe valida,Plants,1,1696.1937716263,1,2,3,2,2,0,33,-0.0221478251607725,-0.10689877313579
391,Eriogonum ovalifolium var. williamsiae,Plants,1,13569.5501730104,1,3,3,2,1,0,231,-0.163825750489489,-0.111480037145045
392,Caesalpinia kavaiensis,Plants,1,28326.4359861592,1,5,3,1,2,0,25,-0.11506961647982,-0.0990096607736562
393,Phacelia argillacea,Plants,1,3562.00692041523,1,5,3,1,2,0,166,-0.0383945432171797,-0.0985470506276462
395,Bidens wiebkei,Plants,1,2883.52941176471,1,2,3,2,2,0,50,-0.163825750489489,-0.122831986116968
396,Mentzelia leucophylla,Plants,1,3392.3875432526,1,8,2,2,2,0,88,-0.163825750489489,-0.122831986116968
397,Santalum freycinetianum var. lanaiense,Plants,1,4410.10380622837,1,3,3,2,1,0,8,-0.163825750489489,-0.122831986116968
398,Marshallia mohrii,Plants,3,2713.91003460208,1,14,1,2,2,0,8,-0.163825750489489,-0.122831986116968
399,Orcuttia californica,Plants,1,1696.1937716263,1,5,3,1,2,1,5,0.0238990041693422,-0.091795333759684
400,Lobelia niihauensis,Plants,2,2544.29065743945,1,11,2,1,2,0,53,-0.163825750489489,-0.122831986116968
401,Tetramolopium rockii,Plants,1,2883.52941176471,1,14,1,2,2,0,11,-0.163825750489489,-0.122831986116968
402,Platanthera leucophaea,Plants,2,158424.498269896,2,8,2,2,2,0,85,-0.163825750489489,-0.122831986116968
403,Cyanea undulata,Plants,1,5767.05882352941,1,11,2,1,2,0,10,-0.163825750489489,-0.122831986116968
404,Rhynchospora knieskernii,Plants,2,38333.9792387543,1,14,1,2,2,NA,93,-0.163825750489489,-0.122831986116968
405,Deeringothamnus rugelii,Plants,1,5088.58131487889,1,2,3,2,2,0,2,-0.0736933169129885,-0.113569229207028
406,Eriogonum gypsophilum,Plants,1,42744.0830449827,1,8,2,2,2,0,231,-0.163825750489489,-0.122831986116968
407,Camissonia benitensis,Plants,2,33923.875432526,1,5,3,1,2,1,12,-0.101602472001244,-0.116725640863511
408,Sidalcea nelsoniana,Plants,2,55974.3944636678,1,8,2,2,2,1,31,-0.163825750489489,-0.122831986116968
409,Penstemon haydenii,Plants,1,91933.7024221453,1,11,2,1,2,1,248,0.315303877570827,0.00521625869886112
410,Tetramolopium remyi,Plants,1,4410.10380622837,1,5,3,1,2,0,11,-0.163825750489489,-0.122831986116968
411,Clermontia oblongifolia ssp. mauiensis,Plants,1,2883.52941176471,1,6,3,1,1,0,23,-0.163825750489489,-0.122831986116968
412,Chorizanthe howellii,Plants,1,1696.1937716263,1,2,3,2,2,0,33,-0.163825750489489,-0.122831986116968
414,Spiraea virginiana,Plants,2,57331.3494809689,3,8,2,2,2,0,89,0.188479568816751,-0.0765939779996813
415,Liatris helleri,Plants,2,16113.8408304498,1,8,2,2,2,0,49,0.0249393053244374,-0.119869491127116
417,Coryphantha ramillosa,Plants,2,678.477508650519,1,8,2,2,2,NA,44,-0.130814434125126,-0.108665286472554
418,Macbridea alba,Plants,2,33075.7785467128,1,8,2,2,2,0,2,-0.163825750489489,-0.122831986116968
419,Gouania hillebrandii,Plants,1,5088.58131487889,1,8,2,2,2,0,12,-0.163825750489489,-0.122831986116968
420,Lipochaeta venosa,Plants,1,15096.124567474,1,5,3,1,2,0,7,-0.163825750489489,-0.122831986116968
421,Solidago albopilosa,Plants,2,7632.87197231834,NA,8,2,2,2,0,89,-0.163825750489489,-0.122831986116968
422,Amsonia kearneyana,Plants,1,226102.629757785,1,2,3,2,2,0,16,-0.163825750489489,-0.122831986116968
423,Schiedea lydgatei,Plants,1,2883.52941176471,1,8,2,2,2,0,34,-0.163825750489489,-0.122831986116968
424,Phyllostegia mannii,Plants,1,2883.52941176471,1,2,3,2,2,0,33,-0.163825750489489,-0.122831986116968
425,Lesquerella filiformis,Plants,3,277666.920415225,2,8,2,2,2,0,91,0.00582383906321327,-0.111489016932856
426,Torreya taxifolia,Plants,1,1017.71626297578,1,5,3,1,2,0,7,0.419191240702398,-0.0384960900974999
427,Lesquerella congesta,Plants,1,8480.96885813149,1,14,1,2,2,0,91,-0.0300742970362708,-0.101787856527336
428,Phyllostegia glabra var. lanaiensis,Plants,Prob. Extinct,4410.10380622837,1,3,3,2,1,0,33,-0.163825750489489,-0.122831986116968
429,Blennosperma bakeri,Plants,1,22559.3771626298,1,5,3,1,2,1,2,-0.163825750489489,-0.122831986116968
430,Bidens micrantha ssp. kalealaha,Plants,1,2544.29065743945,1,9,2,2,1,0,50,-0.163825750489489,-0.122831986116968
431,Cyanea lobata,Plants,1,2883.52941176471,1,5,3,1,2,0,10,-0.163825750489489,-0.122831986116968
432,Eutrema penlandii,Plants,1,17301.1764705882,1,11,2,1,2,1,37,-0.163825750489489,-0.122831986116968
433,Callirhoe scabriuscula,Plants,2,1696.1937716263,1,2,3,2,2,0,9,-0.0323586169033152,-0.114525325059633
434,Thalictrum cooleyi,Plants,1,10346.7820069204,1,2,3,2,2,0,109,-0.163825750489489,-0.122831986116968
435,Clematis socialis,Plants,1,18997.3702422145,1,2,3,2,2,0,148,-0.163825750489489,-0.122831986116968
436,Warea amplexifolia,Plants,1,27817.5778546713,1,2,3,2,2,1,4,-0.0135537825631808,-0.116993549809344
437,Isotria medeoloides,Plants,2,273935.294117647,3,14,1,2,2,0,2,0.894265429125879,0.063154333639496
438,Phacelia formosula,Plants,1,19845.4671280277,1,5,3,1,2,0,166,-0.0786454025739627,-0.100178126634819
439,Apios priceana,Plants,3,2374.67128027682,2,8,2,2,2,0,7,0.178135280131788,-0.107405020825571
440,Amphianthus pusillus,Plants,2,12212.5951557093,1,13,1,2,3,NA,26,0.00474559229763328,-0.0913958221963049
441,Sagittaria fasciculata,Plants,2,4749.34256055363,1,2,3,2,2,NA,39,0.0461885600268349,-0.0802475387213231
442,Argyroxiphium kauense,Plants,1,22050.5190311419,1,5,3,1,2,0,6,-0.163825750489489,-0.122831986116968
443,Urera kaalae,Plants,1,2544.29065743945,1,5,3,1,2,0,21,-0.0253288722757959,-0.1134036183036
444,Oxypolis canbyi,Plants,2,27308.7197231834,2,5,3,1,2,0,7,-0.163825750489489,-0.122831986116968
445,Trifolium stoloniferum,Plants,3,56822.491349481,3,2,3,2,2,0,229,0.757528829481179,-0.013357851025841
446,Stephanomeria malheurensis,Plants,1,50376.955017301,1,2,3,2,2,0,14,0.0938835956366748,-0.113382951818965
447,Isoetes tegetiformans,Plants,1,14417.6470588235,1,8,2,2,2,0,121,-0.163825750489489,-0.122831986116968
448,Layia carnosa,Plants,2,20354.3252595156,1,2,3,2,2,0,14,-0.163825750489489,-0.122831986116968
449,Scutellaria floridana,Plants,2,14417.6470588235,1,2,3,2,2,0,113,0.0112782395598765,-0.105930444851488
450,Penstemon penlandii,Plants,1,9668.3044982699,1,14,1,2,2,NA,248,-0.163825750489489,-0.122831986116968
451,Oligoneuron houghtonii,Plants,3,25782.1453287197,2,8,2,2,2,0,1,-0.163825750489489,-0.122831986116968
452,Rhodiola integrifolia ssp. leedyi,Plants,1,339.238754325259,3,9,2,2,1,0,3,-0.163825750489489,-0.0997773370456395
453,Agalinis acuta,Plants,1,37316.2629757785,1,5,3,1,2,1,34,0.306261281733104,-0.038510656066476
454,Coryphantha scheeri var. robustispina,Plants,2,881003.044982699,1,3,3,2,1,0,44,-0.163825750489489,-0.110769336770818
455,Harrisia fragrans,Plants,1,4579.723183391,1,3,3,2,1,0,21,-0.163825750489489,-0.122831986116968
456,Sanicula mariversa,Plants,1,2544.29065743945,1,5,3,1,2,0,37,-0.163825750489489,-0.122831986116968
457,Huperzia mannii,Plants,1,2544.29065743945,1,5,3,1,2,0,39,-0.163825750489489,-0.122831986116968
459,Solidago shortii,Plants,1,1696.1937716263,2,8,2,2,2,0,89,-0.163825750489489,-0.122831986116968
460,Stenogyne kanehoana,Plants,Prob. Extinct,1696.1937716263,1,2,3,2,2,0,22,-0.163825750489489,-0.122831986116968
461,Lipochaeta tenuifolia,Plants,1,2544.29065743945,1,8,2,2,2,0,7,-0.163825750489489,-0.122831986116968
462,Cyanea procera,Plants,1,2883.52941176471,1,5,3,1,2,0,10,-0.163825750489489,-0.122831986116968
463,Remya mauiensis,Plants,1,1696.1937716263,1,5,3,1,2,0,3,-0.163825750489489,-0.122831986116968
464,Viola helenae,Plants,1,5767.05882352941,1,8,2,2,2,0,109,-0.163825750489489,-0.122831986116968
465,Sarracenia oreophila,Plants,2,75480.6228373702,1,8,2,2,2,0,32,-0.163825750489489,-0.122831986116968
466,Hibiscus arnottianus ssp. immaculatus,Plants,1,2883.52941176471,1,3,3,2,1,0,37,-0.163825750489489,-0.122831986116968
467,Lespedeza leptostachya,Plants,3,85318.5467128028,1,8,2,2,2,0,44,0.16740190475648,-0.12022823732242
469,Lasthenia burkei,Plants,1,31209.9653979239,1,2,3,2,2,1,18,0.176687578632983,-0.0893628838665835
470,Remya kauaiensis,Plants,1,8480.96885813149,1,11,2,1,2,0,3,-0.163825750489489,-0.122831986116968
471,Amaranthus pumilus,Plants,2,50716.1937716263,2,8,2,2,2,NA,68,0.184327411434214,-0.0753090582215961
473,Argyroxiphium sandwicense ssp. macrocephalum,Plants,2,2544.29065743945,1,9,2,2,1,0,6,-0.163825750489489,-0.122831986116968
474,Lepidium barnebyanum,Plants,1,5936.67820069204,1,5,3,1,2,1,144,-0.163825750489489,-0.122831986116968
475,Cryptantha crassipes,Plants,1,10516.401384083,1,5,3,1,2,1,116,-0.163825750489489,-0.122831986116968
476,Pilosocereus robinii,Plants,1,440162.283737024,1,5,3,1,2,1,45,-0.152595231295061,-0.109196737446726
